timestamp,machine_id,temperature_c,vibration_hz,cycle_time_sec,status
2026-06-26 04:02:04,Paint_Booth_A,44.51,39.86,48.58,Normal
2026-06-26 04:07:04,Assembly_Station_X,56.54,36.7,45.83,Normal
2026-06-26 04:12:04,Welding_Robot_2,44.43,40.69,48.06,Normal
2026-06-26 04:17:04,Welding_Robot_1,85.18,14.28,45.17,Anomaly
2026-06-26 04:22:04,Paint_Booth_A,50.94,30.11,48.97,Normal
2026-06-26 04:27:04,Welding_Robot_2,64.76,30.19,50.29,Normal
2026-06-26 04:32:04,Welding_Robot_1,50.45,12.63,55.92,Normal
2026-06-26 04:37:04,Welding_Robot_2,49.54,10.32,45.93,Normal
2026-06-26 04:42:04,Paint_Booth_A,69.82,20.83,47.1,Normal
2026-06-26 04:47:04,Welding_Robot_2,91.89,34.74,52.22,Anomaly
2026-06-26 04:52:04,Paint_Booth_A,62.06,15.01,49.7,Normal
2026-06-26 04:57:04,Welding_Robot_2,66.53,13.83,46.73,Normal
2026-06-26 05:02:04,Paint_Booth_A,54.38,25.42,58.16,Normal
2026-06-26 05:07:04,Welding_Robot_2,69.5,31.78,59.54,Normal
2026-06-26 05:12:04,Welding_Robot_1,62.55,41.7,53.43,Normal
2026-06-26 05:17:04,Welding_Robot_1,94.1,28.67,54.4,Anomaly
2026-06-26 05:22:04,Welding_Robot_2,47.13,34.93,48.76,Normal
2026-06-26 05:27:04,Welding_Robot_1,43.47,40.7,56.17,Normal
2026-06-26 05:32:04,Welding_Robot_2,45.81,11.62,45.98,Normal
2026-06-26 05:37:04,Paint_Booth_A,46.02,47.99,50.16,Normal
2026-06-26 05:42:04,Welding_Robot_1,52.33,24.32,52.3,Normal
2026-06-26 05:47:04,Paint_Booth_A,45.36,20.76,50.83,Normal
2026-06-26 05:52:04,Assembly_Station_X,58.82,28.98,48.56,Normal
2026-06-26 05:57:04,Assembly_Station_X,55.08,20.58,88.61,Anomaly
2026-06-26 06:02:04,Welding_Robot_2,49.8,25.57,50.14,Normal
2026-06-26 06:07:04,Welding_Robot_2,58.32,14.29,52.32,Normal
2026-06-26 06:12:04,Welding_Robot_2,55.52,12.7,53.12,Normal
2026-06-26 06:17:04,Welding_Robot_2,55.31,21.82,58.01,Normal
2026-06-26 06:22:04,Welding_Robot_1,57.17,31.83,57.45,Normal
2026-06-26 06:27:04,Assembly_Station_X,50.53,45.66,49.97,Normal
2026-06-26 06:32:04,Welding_Robot_2,64.99,12.36,50.48,Normal
2026-06-26 06:37:04,Welding_Robot_2,53.58,48.5,57.49,Normal
2026-06-26 06:42:04,Welding_Robot_1,62.63,27.34,53.37,Normal
2026-06-26 06:47:04,Welding_Robot_2,63.9,14.01,45.88,Normal
2026-06-26 06:52:04,Paint_Booth_A,48.93,19.3,48.54,Normal
2026-06-26 06:57:04,Welding_Robot_2,61.94,12.84,57.72,Normal
2026-06-26 07:02:04,Welding_Robot_1,64.45,14.47,49.6,Normal
2026-06-26 07:07:04,Welding_Robot_2,46.17,29.83,58.48,Normal
2026-06-26 07:12:04,Paint_Booth_A,43.85,16.84,53.51,Normal
2026-06-26 07:17:04,Welding_Robot_2,50.64,15.34,57.69,Normal
2026-06-26 07:22:04,Paint_Booth_A,49.77,28.75,56.03,Normal
2026-06-26 07:27:04,Assembly_Station_X,57.62,24.08,45.9,Normal
2026-06-26 07:32:04,Paint_Booth_A,53.64,29.49,56.32,Normal
2026-06-26 07:37:04,Welding_Robot_1,68.71,16.26,48.8,Normal
2026-06-26 07:42:04,Welding_Robot_2,57.55,42.44,55.5,Normal
2026-06-26 07:47:04,Welding_Robot_1,52.49,45.06,57.67,Normal
2026-06-26 07:52:04,Paint_Booth_A,43.95,81.18,56.16,Anomaly
2026-06-26 07:57:04,Welding_Robot_2,49.69,35.27,52.75,Normal
2026-06-26 08:02:04,Welding_Robot_1,67.16,36.86,54.18,Normal
2026-06-26 08:07:04,Welding_Robot_2,50.03,44.78,54.42,Normal
2026-06-26 08:12:04,Paint_Booth_A,60.37,21.31,59.53,Normal
2026-06-26 08:17:04,Assembly_Station_X,48.76,12.41,59.39,Normal
2026-06-26 08:22:04,Welding_Robot_2,41.24,38.08,56.64,Normal
2026-06-26 08:27:04,Paint_Booth_A,56.4,13.08,46.74,Normal
2026-06-26 08:32:04,Assembly_Station_X,49.02,25.25,49.38,Normal
2026-06-26 08:37:04,Assembly_Station_X,48.18,43.05,51.64,Normal
2026-06-26 08:42:04,Welding_Robot_1,67.84,21.97,54.18,Normal
2026-06-26 08:47:04,Assembly_Station_X,54.77,40.15,56.86,Normal
2026-06-26 08:52:04,Welding_Robot_1,57.06,40.72,49.95,Normal
2026-06-26 08:57:04,Welding_Robot_1,44.68,13.14,49.72,Normal
2026-06-26 09:02:04,Assembly_Station_X,50.61,40.34,47.43,Normal
2026-06-26 09:07:04,Assembly_Station_X,47.08,48.64,55.55,Normal
2026-06-26 09:12:04,Welding_Robot_2,61.55,27.32,49.09,Normal
2026-06-26 09:17:04,Paint_Booth_A,44.79,26.16,59.77,Normal
2026-06-26 09:22:04,Welding_Robot_2,41.89,36.67,56.65,Normal
2026-06-26 09:27:04,Assembly_Station_X,54.43,27.91,46.8,Normal
2026-06-26 09:32:04,Welding_Robot_2,83.47,46.93,46.45,Anomaly
2026-06-26 09:37:04,Welding_Robot_1,43.73,25.89,52.91,Normal
2026-06-26 09:42:04,Welding_Robot_1,47.08,18.2,58.62,Normal
2026-06-26 09:47:04,Assembly_Station_X,58.89,12.23,58.86,Normal
2026-06-26 09:52:04,Paint_Booth_A,51.78,37.88,58.58,Normal
2026-06-26 09:57:04,Welding_Robot_1,86.66,47.79,54.05,Anomaly
2026-06-26 10:02:04,Paint_Booth_A,66.75,21.76,55.98,Normal
2026-06-26 10:07:04,Welding_Robot_2,63.52,43.27,47.65,Normal
2026-06-26 10:12:04,Paint_Booth_A,52.82,14.77,53.32,Normal
2026-06-26 10:17:04,Assembly_Station_X,47.03,36.73,47.52,Normal
2026-06-26 10:22:04,Welding_Robot_1,58.6,34.11,51.47,Normal
2026-06-26 10:27:04,Assembly_Station_X,61.73,15.38,59.3,Normal
2026-06-26 10:32:04,Assembly_Station_X,52.4,49.61,46.83,Normal
2026-06-26 10:37:04,Welding_Robot_1,62.23,23.38,47.0,Normal
2026-06-26 10:42:04,Assembly_Station_X,61.71,14.75,49.79,Normal
2026-06-26 10:47:04,Welding_Robot_2,85.87,12.23,54.5,Anomaly
2026-06-26 10:52:04,Welding_Robot_2,67.82,33.9,49.41,Normal
2026-06-26 10:57:04,Assembly_Station_X,51.79,11.66,47.31,Normal
2026-06-26 11:02:04,Paint_Booth_A,69.0,26.85,56.03,Normal
2026-06-26 11:07:04,Welding_Robot_2,67.68,19.9,51.87,Normal
2026-06-26 11:12:04,Paint_Booth_A,42.03,28.82,56.79,Normal
2026-06-26 11:17:04,Paint_Booth_A,50.9,23.91,59.23,Normal
2026-06-26 11:22:04,Welding_Robot_2,58.66,12.42,45.99,Normal
2026-06-26 11:27:04,Assembly_Station_X,63.63,22.0,47.25,Normal
2026-06-26 11:32:04,Welding_Robot_2,50.01,22.26,45.22,Normal
2026-06-26 11:37:04,Welding_Robot_1,50.78,18.31,47.67,Normal
2026-06-26 11:42:04,Welding_Robot_2,58.21,31.88,55.58,Normal
2026-06-26 11:47:04,Welding_Robot_1,48.28,17.46,55.61,Normal
2026-06-26 11:52:04,Welding_Robot_1,40.97,24.95,50.15,Normal
2026-06-26 11:57:04,Assembly_Station_X,55.22,13.33,57.59,Normal
2026-06-26 12:02:04,Welding_Robot_2,45.73,14.82,47.02,Normal
2026-06-26 12:07:04,Welding_Robot_1,50.21,30.53,45.06,Normal
2026-06-26 12:12:04,Assembly_Station_X,60.43,27.74,51.44,Normal
2026-06-26 12:17:04,Welding_Robot_1,60.97,48.13,55.04,Normal
2026-06-26 12:22:04,Welding_Robot_2,67.39,35.69,46.76,Normal
2026-06-26 12:27:04,Welding_Robot_2,57.77,49.35,49.31,Normal
2026-06-26 12:32:04,Paint_Booth_A,50.37,32.94,53.68,Normal
2026-06-26 12:37:04,Welding_Robot_1,69.22,45.45,53.51,Normal
2026-06-26 12:42:04,Assembly_Station_X,69.11,29.04,50.84,Normal
2026-06-26 12:47:04,Welding_Robot_1,40.41,49.78,49.06,Normal
2026-06-26 12:52:04,Assembly_Station_X,64.6,31.53,45.06,Normal
2026-06-26 12:57:04,Welding_Robot_2,65.55,41.88,55.47,Normal
2026-06-26 13:02:04,Welding_Robot_2,51.94,21.03,59.64,Normal
2026-06-26 13:07:04,Welding_Robot_2,44.13,25.41,50.03,Normal
2026-06-26 13:12:04,Welding_Robot_2,69.81,41.85,59.84,Normal
2026-06-26 13:17:04,Welding_Robot_1,55.64,24.44,58.5,Normal
2026-06-26 13:22:04,Assembly_Station_X,69.62,45.93,50.42,Normal
2026-06-26 13:27:04,Welding_Robot_2,52.3,47.05,45.61,Normal
2026-06-26 13:32:04,Welding_Robot_1,60.0,32.36,45.68,Normal
2026-06-26 13:37:04,Welding_Robot_1,64.94,45.48,49.42,Normal
2026-06-26 13:42:04,Paint_Booth_A,49.18,37.27,53.89,Normal
2026-06-26 13:47:04,Welding_Robot_1,60.5,15.28,59.23,Normal
2026-06-26 13:52:04,Assembly_Station_X,48.29,31.7,52.06,Normal
2026-06-26 13:57:04,Assembly_Station_X,50.39,33.45,97.68,Anomaly
2026-06-26 14:02:04,Paint_Booth_A,54.47,35.41,52.61,Normal
2026-06-26 14:07:04,Paint_Booth_A,46.55,32.31,47.49,Normal
2026-06-26 14:12:04,Welding_Robot_2,53.88,46.97,51.59,Normal
2026-06-26 14:17:04,Welding_Robot_2,65.97,28.85,51.0,Normal
2026-06-26 14:22:04,Welding_Robot_1,63.12,47.16,55.32,Normal
2026-06-26 14:27:04,Welding_Robot_2,60.7,23.48,49.49,Normal
2026-06-26 14:32:04,Welding_Robot_1,56.88,10.47,54.12,Normal
2026-06-26 14:37:04,Welding_Robot_1,52.45,20.99,54.71,Normal
2026-06-26 14:42:04,Welding_Robot_2,50.51,12.96,49.93,Normal
2026-06-26 14:47:04,Assembly_Station_X,68.53,27.74,57.81,Normal
2026-06-26 14:52:04,Welding_Robot_2,45.14,22.59,49.42,Normal
2026-06-26 14:57:04,Welding_Robot_2,53.75,40.26,52.9,Normal
2026-06-26 15:02:04,Welding_Robot_2,52.52,28.73,49.24,Normal
2026-06-26 15:07:04,Welding_Robot_1,41.64,38.62,53.84,Normal
2026-06-26 15:12:04,Assembly_Station_X,67.14,32.23,47.98,Normal
2026-06-26 15:17:04,Assembly_Station_X,48.44,34.62,45.23,Normal
2026-06-26 15:22:04,Paint_Booth_A,66.54,30.17,57.56,Normal
2026-06-26 15:27:04,Welding_Robot_1,94.73,23.51,47.7,Anomaly
2026-06-26 15:32:04,Welding_Robot_2,49.41,30.1,59.01,Normal
2026-06-26 15:37:04,Welding_Robot_2,53.23,18.41,47.06,Normal
2026-06-26 15:42:04,Welding_Robot_1,46.38,27.02,57.9,Normal
2026-06-26 15:47:04,Assembly_Station_X,67.96,36.33,58.88,Normal
2026-06-26 15:52:04,Welding_Robot_1,50.91,48.63,45.13,Normal
2026-06-26 15:57:04,Paint_Booth_A,68.62,49.03,58.16,Normal
2026-06-26 16:02:04,Welding_Robot_2,63.25,45.37,49.43,Normal
2026-06-26 16:07:04,Welding_Robot_1,63.75,38.99,57.44,Normal
2026-06-26 16:12:04,Welding_Robot_2,67.88,16.81,50.75,Normal
2026-06-26 16:17:04,Paint_Booth_A,54.75,14.52,53.16,Normal
2026-06-26 16:22:04,Welding_Robot_1,46.72,40.86,58.09,Normal
2026-06-26 16:27:04,Welding_Robot_1,46.07,39.19,50.45,Normal
2026-06-26 16:32:04,Paint_Booth_A,60.08,27.57,59.07,Normal
2026-06-26 16:37:04,Welding_Robot_1,43.86,30.96,51.59,Normal
2026-06-26 16:42:04,Paint_Booth_A,62.34,38.95,49.85,Normal
2026-06-26 16:47:04,Welding_Robot_2,68.57,38.54,54.86,Normal
2026-06-26 16:52:04,Paint_Booth_A,52.32,25.52,50.25,Normal
2026-06-26 16:57:04,Assembly_Station_X,47.19,35.7,48.06,Normal
2026-06-26 17:02:04,Welding_Robot_1,57.15,22.13,59.24,Normal
2026-06-26 17:07:04,Paint_Booth_A,40.22,38.59,52.19,Normal
2026-06-26 17:12:04,Welding_Robot_1,61.61,33.67,59.48,Normal
2026-06-26 17:17:04,Assembly_Station_X,40.4,26.08,46.91,Normal
2026-06-26 17:22:04,Paint_Booth_A,52.99,26.36,45.26,Normal
2026-06-26 17:27:04,Assembly_Station_X,63.86,36.75,46.04,Normal
2026-06-26 17:32:04,Welding_Robot_2,62.64,42.64,45.03,Normal
2026-06-26 17:37:04,Welding_Robot_2,41.2,22.22,51.45,Normal
2026-06-26 17:42:04,Welding_Robot_2,64.83,24.38,48.12,Normal
2026-06-26 17:47:04,Welding_Robot_1,62.81,17.96,50.0,Normal
2026-06-26 17:52:04,Welding_Robot_1,69.23,27.28,53.96,Normal
2026-06-26 17:57:04,Assembly_Station_X,43.3,10.08,54.23,Normal
2026-06-26 18:02:04,Assembly_Station_X,51.0,38.35,52.05,Normal
2026-06-26 18:07:04,Welding_Robot_1,53.4,31.84,56.24,Normal
2026-06-26 18:12:04,Welding_Robot_1,63.38,17.57,59.16,Normal
2026-06-26 18:17:04,Welding_Robot_2,58.76,15.5,47.54,Normal
2026-06-26 18:22:04,Assembly_Station_X,60.47,34.95,55.1,Normal
2026-06-26 18:27:04,Welding_Robot_1,48.31,16.34,51.32,Normal
2026-06-26 18:32:04,Welding_Robot_2,47.02,47.03,56.31,Normal
2026-06-26 18:37:04,Assembly_Station_X,42.13,47.13,58.7,Normal
2026-06-26 18:42:04,Paint_Booth_A,53.87,14.37,46.48,Normal
2026-06-26 18:47:04,Paint_Booth_A,48.02,32.57,49.63,Normal
2026-06-26 18:52:04,Assembly_Station_X,69.86,32.31,58.24,Normal
2026-06-26 18:57:04,Welding_Robot_1,67.12,25.02,51.7,Normal
2026-06-26 19:02:04,Assembly_Station_X,66.48,21.03,57.56,Normal
2026-06-26 19:07:04,Assembly_Station_X,57.27,34.9,51.44,Normal
2026-06-26 19:12:04,Welding_Robot_1,66.92,36.3,55.83,Normal
2026-06-26 19:17:04,Welding_Robot_1,79.57,41.25,45.94,Anomaly
2026-06-26 19:22:04,Assembly_Station_X,63.0,38.75,48.71,Normal
2026-06-26 19:27:04,Welding_Robot_1,47.92,35.01,56.73,Normal
2026-06-26 19:32:04,Paint_Booth_A,49.45,44.03,46.38,Normal
2026-06-26 19:37:04,Assembly_Station_X,54.67,11.44,96.05,Anomaly
2026-06-26 19:42:04,Assembly_Station_X,46.72,48.47,47.15,Normal
2026-06-26 19:47:04,Welding_Robot_2,48.55,47.73,46.65,Normal
2026-06-26 19:52:04,Welding_Robot_1,48.45,11.89,57.2,Normal
2026-06-26 19:57:04,Welding_Robot_1,61.7,23.63,48.64,Normal
2026-06-26 20:02:04,Welding_Robot_1,75.58,47.92,56.66,Anomaly
2026-06-26 20:07:04,Welding_Robot_2,67.38,27.97,59.94,Normal
2026-06-26 20:12:04,Welding_Robot_1,46.84,17.69,49.18,Normal
2026-06-26 20:17:04,Assembly_Station_X,52.72,44.52,45.64,Normal
2026-06-26 20:22:04,Paint_Booth_A,59.54,25.67,49.71,Normal
2026-06-26 20:27:04,Paint_Booth_A,55.97,43.58,50.9,Normal
2026-06-26 20:32:04,Assembly_Station_X,45.03,48.11,55.03,Normal
2026-06-26 20:37:04,Paint_Booth_A,64.7,40.67,52.67,Normal
2026-06-26 20:42:04,Welding_Robot_1,61.27,24.27,53.3,Normal
2026-06-26 20:47:04,Paint_Booth_A,40.27,14.38,54.9,Normal
2026-06-26 20:52:04,Assembly_Station_X,50.54,11.31,58.48,Normal
2026-06-26 20:57:04,Welding_Robot_2,54.61,19.35,47.53,Normal
2026-06-26 21:02:04,Welding_Robot_2,45.26,26.68,50.94,Normal
2026-06-26 21:07:04,Paint_Booth_A,58.25,43.42,53.17,Normal
2026-06-26 21:12:04,Assembly_Station_X,66.8,21.63,53.31,Normal
2026-06-26 21:17:04,Welding_Robot_1,41.33,30.99,59.68,Normal
2026-06-26 21:22:04,Welding_Robot_1,64.79,20.11,47.56,Normal
2026-06-26 21:27:04,Welding_Robot_2,60.02,14.68,48.13,Normal
2026-06-26 21:32:04,Welding_Robot_2,87.8,39.3,47.82,Anomaly
2026-06-26 21:37:04,Welding_Robot_1,51.94,42.68,47.08,Normal
2026-06-26 21:42:04,Welding_Robot_2,62.49,39.16,46.04,Normal
2026-06-26 21:47:04,Welding_Robot_1,44.23,44.89,54.36,Normal
2026-06-26 21:52:04,Welding_Robot_2,48.06,11.44,53.75,Normal
2026-06-26 21:57:04,Assembly_Station_X,53.1,21.66,48.92,Normal
2026-06-26 22:02:04,Welding_Robot_2,68.02,12.66,59.43,Normal
2026-06-26 22:07:04,Welding_Robot_2,68.42,40.52,48.68,Normal
2026-06-26 22:12:04,Paint_Booth_A,40.86,33.32,46.97,Normal
2026-06-26 22:17:04,Welding_Robot_1,48.13,45.55,54.2,Normal
2026-06-26 22:22:04,Assembly_Station_X,45.69,41.15,54.96,Normal
2026-06-26 22:27:04,Welding_Robot_2,48.61,29.78,50.74,Normal
2026-06-26 22:32:04,Assembly_Station_X,65.79,17.24,50.69,Normal
2026-06-26 22:37:04,Paint_Booth_A,66.78,25.16,55.18,Normal
2026-06-26 22:42:04,Paint_Booth_A,42.84,37.0,47.51,Normal
2026-06-26 22:47:04,Welding_Robot_2,63.21,11.37,48.22,Normal
2026-06-26 22:52:04,Welding_Robot_2,53.15,21.05,55.7,Normal
2026-06-26 22:57:04,Welding_Robot_2,50.86,37.93,46.52,Normal
2026-06-26 23:02:04,Welding_Robot_2,49.23,43.68,52.79,Normal
2026-06-26 23:07:04,Paint_Booth_A,49.67,17.67,47.16,Normal
2026-06-26 23:12:04,Welding_Robot_1,44.81,31.85,55.48,Normal
2026-06-26 23:17:04,Welding_Robot_1,78.69,23.95,46.63,Anomaly
2026-06-26 23:22:04,Paint_Booth_A,55.33,23.43,57.96,Normal
2026-06-26 23:27:04,Assembly_Station_X,58.19,40.82,49.89,Normal
2026-06-26 23:32:04,Assembly_Station_X,51.11,44.57,46.44,Normal
2026-06-26 23:37:04,Welding_Robot_2,47.42,28.76,51.77,Normal
2026-06-26 23:42:04,Paint_Booth_A,54.83,32.14,48.8,Normal
2026-06-26 23:47:04,Welding_Robot_2,55.48,23.84,58.67,Normal
2026-06-26 23:52:04,Paint_Booth_A,45.33,44.36,55.25,Normal
2026-06-26 23:57:04,Assembly_Station_X,57.79,24.16,45.17,Normal
2026-06-27 00:02:04,Paint_Booth_A,43.3,19.76,50.51,Normal
2026-06-27 00:07:04,Assembly_Station_X,60.23,29.41,57.54,Normal
2026-06-27 00:12:04,Welding_Robot_1,45.37,45.39,47.16,Normal
2026-06-27 00:17:04,Welding_Robot_2,59.02,17.49,57.46,Normal
2026-06-27 00:22:04,Paint_Booth_A,44.82,45.89,47.33,Normal
2026-06-27 00:27:04,Paint_Booth_A,49.09,34.7,50.11,Normal
2026-06-27 00:32:04,Welding_Robot_1,53.43,21.03,50.63,Normal
2026-06-27 00:37:04,Welding_Robot_1,59.36,46.02,54.81,Normal
2026-06-27 00:42:04,Welding_Robot_2,46.33,17.42,58.46,Normal
2026-06-27 00:47:04,Welding_Robot_2,59.03,33.18,46.7,Normal
2026-06-27 00:52:04,Paint_Booth_A,54.96,23.05,54.52,Normal
2026-06-27 00:57:04,Welding_Robot_1,54.94,42.34,48.14,Normal
2026-06-27 01:02:04,Paint_Booth_A,69.12,47.67,52.05,Normal
2026-06-27 01:07:04,Welding_Robot_2,47.98,36.68,45.06,Normal
2026-06-27 01:12:04,Welding_Robot_2,50.62,31.46,52.49,Normal
2026-06-27 01:17:04,Welding_Robot_1,45.5,34.43,56.36,Normal
2026-06-27 01:22:04,Welding_Robot_2,65.33,29.02,54.78,Normal
2026-06-27 01:27:04,Paint_Booth_A,47.31,35.15,45.56,Normal
2026-06-27 01:32:04,Welding_Robot_1,41.52,32.77,47.06,Normal
2026-06-27 01:37:04,Welding_Robot_2,58.72,16.08,58.63,Normal
2026-06-27 01:42:04,Welding_Robot_1,45.26,46.23,47.03,Normal
2026-06-27 01:47:04,Assembly_Station_X,45.46,38.06,45.88,Normal
2026-06-27 01:52:04,Assembly_Station_X,40.19,26.22,59.88,Normal
2026-06-27 01:57:04,Welding_Robot_1,40.42,45.6,47.68,Normal
2026-06-27 02:02:04,Paint_Booth_A,45.91,23.6,49.22,Normal
2026-06-27 02:07:04,Welding_Robot_1,52.24,27.62,56.25,Normal
2026-06-27 02:12:04,Paint_Booth_A,57.25,31.9,54.46,Normal
2026-06-27 02:17:04,Assembly_Station_X,65.63,14.02,57.99,Normal
2026-06-27 02:22:04,Paint_Booth_A,66.31,17.87,57.23,Normal
2026-06-27 02:27:04,Welding_Robot_1,53.63,15.8,51.18,Normal
2026-06-27 02:32:04,Assembly_Station_X,60.6,10.57,56.84,Normal
2026-06-27 02:37:04,Assembly_Station_X,51.35,39.76,54.67,Normal
2026-06-27 02:42:04,Welding_Robot_1,60.8,33.26,54.23,Normal
2026-06-27 02:47:04,Assembly_Station_X,44.59,27.95,53.39,Normal
2026-06-27 02:52:04,Welding_Robot_2,46.07,17.93,56.45,Normal
2026-06-27 02:57:04,Paint_Booth_A,50.13,44.24,49.9,Normal
2026-06-27 03:02:04,Welding_Robot_1,59.64,32.68,57.44,Normal
2026-06-27 03:07:04,Welding_Robot_2,68.28,26.73,50.13,Normal
2026-06-27 03:12:04,Assembly_Station_X,67.04,11.95,59.12,Normal
2026-06-27 03:17:04,Assembly_Station_X,62.83,22.85,46.19,Normal
2026-06-27 03:22:04,Assembly_Station_X,56.18,41.08,45.69,Normal
2026-06-27 03:27:04,Welding_Robot_2,67.15,25.22,52.42,Normal
2026-06-27 03:32:04,Welding_Robot_1,52.82,17.63,54.8,Normal
2026-06-27 03:37:04,Welding_Robot_1,45.7,35.74,56.14,Normal
2026-06-27 03:42:04,Welding_Robot_2,56.94,31.79,55.35,Normal
2026-06-27 03:47:04,Assembly_Station_X,42.14,17.98,57.21,Normal
2026-06-27 03:52:04,Welding_Robot_1,86.81,31.92,45.93,Anomaly
2026-06-27 03:57:04,Welding_Robot_1,66.78,30.89,52.27,Normal
2026-06-27 04:02:04,Paint_Booth_A,56.56,18.81,59.94,Normal
2026-06-27 04:07:04,Welding_Robot_2,43.9,21.3,48.38,Normal
2026-06-27 04:12:04,Assembly_Station_X,55.56,49.62,58.09,Normal
2026-06-27 04:17:04,Welding_Robot_2,60.77,25.43,55.58,Normal
2026-06-27 04:22:04,Paint_Booth_A,52.6,10.09,51.87,Normal
2026-06-27 04:27:04,Welding_Robot_1,57.74,49.9,52.0,Normal
2026-06-27 04:32:04,Paint_Booth_A,40.34,39.36,47.95,Normal
2026-06-27 04:37:04,Welding_Robot_1,48.78,36.31,53.16,Normal
2026-06-27 04:42:04,Welding_Robot_1,85.87,37.22,51.59,Anomaly
2026-06-27 04:47:04,Welding_Robot_2,48.41,17.36,49.71,Normal
2026-06-27 04:52:04,Assembly_Station_X,47.23,38.2,54.57,Normal
2026-06-27 04:57:04,Assembly_Station_X,48.68,41.45,54.46,Normal
2026-06-27 05:02:04,Welding_Robot_1,56.13,29.01,49.73,Normal
2026-06-27 05:07:04,Assembly_Station_X,47.13,42.04,54.74,Normal
2026-06-27 05:12:04,Welding_Robot_1,52.82,39.9,51.09,Normal
2026-06-27 05:17:04,Assembly_Station_X,53.66,44.8,55.53,Normal
2026-06-27 05:22:04,Welding_Robot_2,49.58,11.48,59.02,Normal
2026-06-27 05:27:04,Welding_Robot_2,62.79,48.51,52.92,Normal
2026-06-27 05:32:04,Welding_Robot_1,42.85,10.95,53.65,Normal
2026-06-27 05:37:04,Welding_Robot_1,69.62,13.65,53.28,Normal
2026-06-27 05:42:04,Paint_Booth_A,51.55,35.76,50.53,Normal
2026-06-27 05:47:04,Welding_Robot_1,69.99,10.5,49.67,Normal
2026-06-27 05:52:04,Paint_Booth_A,66.22,15.05,51.92,Normal
2026-06-27 05:57:04,Welding_Robot_2,60.57,10.3,55.82,Normal
2026-06-27 06:02:04,Welding_Robot_1,45.5,16.01,48.15,Normal
2026-06-27 06:07:04,Assembly_Station_X,56.21,20.31,46.39,Normal
2026-06-27 06:12:04,Welding_Robot_1,92.38,19.36,52.35,Anomaly
2026-06-27 06:17:04,Assembly_Station_X,40.77,22.52,49.47,Normal
2026-06-27 06:22:04,Assembly_Station_X,65.02,20.3,47.87,Normal
2026-06-27 06:27:04,Assembly_Station_X,47.8,11.26,50.41,Normal
2026-06-27 06:32:04,Welding_Robot_1,90.59,13.19,58.37,Anomaly
2026-06-27 06:37:04,Welding_Robot_2,59.23,49.24,48.73,Normal
2026-06-27 06:42:04,Welding_Robot_2,48.26,16.19,48.01,Normal
2026-06-27 06:47:04,Welding_Robot_2,80.17,39.92,58.25,Anomaly
2026-06-27 06:52:04,Paint_Booth_A,66.96,12.8,57.65,Normal
2026-06-27 06:57:04,Paint_Booth_A,42.26,39.9,52.3,Normal
2026-06-27 07:02:04,Welding_Robot_2,67.65,49.43,57.2,Normal
2026-06-27 07:07:04,Welding_Robot_1,68.62,17.44,54.66,Normal
2026-06-27 07:12:04,Paint_Booth_A,58.71,12.86,59.81,Normal
2026-06-27 07:17:04,Welding_Robot_1,51.04,24.8,51.77,Normal
2026-06-27 07:22:04,Assembly_Station_X,68.84,19.46,54.31,Normal
2026-06-27 07:27:04,Paint_Booth_A,49.37,34.05,55.49,Normal
2026-06-27 07:32:04,Paint_Booth_A,61.02,32.73,49.9,Normal
2026-06-27 07:37:04,Welding_Robot_1,67.33,36.71,45.22,Normal
2026-06-27 07:42:04,Assembly_Station_X,45.63,11.83,51.49,Normal
2026-06-27 07:47:04,Assembly_Station_X,62.5,10.86,46.3,Normal
2026-06-27 07:52:04,Welding_Robot_1,44.04,27.92,54.26,Normal
2026-06-27 07:57:04,Paint_Booth_A,56.8,43.35,57.47,Normal
2026-06-27 08:02:04,Assembly_Station_X,55.45,23.84,46.23,Normal
2026-06-27 08:07:04,Assembly_Station_X,56.66,40.01,48.81,Normal
2026-06-27 08:12:04,Welding_Robot_1,51.89,45.22,58.86,Normal
2026-06-27 08:17:04,Welding_Robot_2,57.28,23.64,51.82,Normal
2026-06-27 08:22:04,Welding_Robot_1,43.43,14.82,58.78,Normal
2026-06-27 08:27:04,Welding_Robot_1,47.38,30.42,45.03,Normal
2026-06-27 08:32:04,Welding_Robot_2,61.84,30.09,50.58,Normal
2026-06-27 08:37:04,Welding_Robot_1,50.9,35.76,57.22,Normal
2026-06-27 08:42:04,Welding_Robot_1,52.34,45.27,47.83,Normal
2026-06-27 08:47:04,Assembly_Station_X,55.18,48.02,45.1,Normal
2026-06-27 08:52:04,Assembly_Station_X,64.16,36.95,46.44,Normal
2026-06-27 08:57:04,Welding_Robot_1,58.49,28.12,54.67,Normal
2026-06-27 09:02:04,Paint_Booth_A,49.25,44.52,49.29,Normal
2026-06-27 09:07:04,Welding_Robot_2,47.94,22.62,47.46,Normal
2026-06-27 09:12:04,Paint_Booth_A,65.47,22.13,54.15,Normal
2026-06-27 09:17:04,Welding_Robot_1,44.54,10.49,59.21,Normal
2026-06-27 09:22:04,Assembly_Station_X,50.91,23.01,53.92,Normal
2026-06-27 09:27:04,Welding_Robot_1,42.53,15.22,48.52,Normal
2026-06-27 09:32:04,Assembly_Station_X,65.45,14.23,49.97,Normal
2026-06-27 09:37:04,Welding_Robot_2,51.79,17.97,59.64,Normal
2026-06-27 09:42:04,Welding_Robot_2,45.55,10.57,59.22,Normal
